--- Atoms: 
CONJESTED('191_563') Truth=[1]
CONJESTED('96_331') Truth=[0.31]
CONJESTED('50_365') Truth=[1]
CONJESTED('220_520') Truth=[1]
CONJESTED('81_467') Truth=[1]
CONJESTED('415_240') Truth=[1]
CONJESTED('545_513') Truth=[1]
CONJESTED('181_0') Truth=[1]
CONJESTED('443_258') Truth=[1]
CONJESTED('574_200') Truth=[1]
CONJESTED('54_142') Truth=[1]
CONJESTED('305_303') Truth=[1]
CONJESTED('584_181') Truth=[1]
CONJESTED('27_177') Truth=[1]
CONJESTED('326_473') Truth=[1]
CONJESTED('559_372') Truth=[1]
CONJESTED('283_87') Truth=[1]
CONJESTED('505_86') Truth=[1]
CONJESTED('197_507') Truth=[1]
CONJESTED('470_579') Truth=[1]
CONJESTED('147_420') Truth=[1]
CONJESTED('422_306') Truth=[1]
CONJESTED('158_510') Truth=[1]
CONJESTED('359_402') Truth=[1]
CONJESTED('73_218') Truth=[1]
CONJESTED('472_183') Truth=[1]
CONJESTED('195_351') Truth=[1]
CONJESTED('519_361') Truth=[1]
CONJESTED('102_393') Truth=[1]
CONJESTED('357_450') Truth=[1]
CONJESTED('443_125') Truth=[1]
CONJESTED('309_300') Truth=[1]
CONJESTED('90_25') Truth=[1]
CONJESTED('412_374') Truth=[1]
CONJESTED('170_33') Truth=[1]
CONJESTED('7_153') Truth=[1]
CONJESTED('558_106') Truth=[1]
CONJESTED('358_139') Truth=[1]
CONJESTED('335_1') Truth=[1]
CONJESTED('242_80') Truth=[1]
CONJESTED('93_114') Truth=[1]
CONJESTED('382_161') Truth=[1]
CONJESTED('388_338') Truth=[1]
CONJESTED('288_348') Truth=[1]
CONJESTED('440_385') Truth=[1]
CONJESTED('518_21') Truth=[1]
CONJESTED('473_531') Truth=[1]
CONJESTED('493_104') Truth=[1]
CONJESTED('497_565') Truth=[1]
CONJESTED('34_386') Truth=[1]
CONJESTED('218_88') Truth=[1]
CONJESTED('0_64') Truth=[1]
CONJESTED('538_571') Truth=[1]
CONJESTED('215_392') Truth=[1]
CONJESTED('160_115') Truth=[1]
CONJESTED('52_313') Truth=[1]
CONJESTED('273_101') Truth=[1]
CONJESTED('44_514') Truth=[1]
CONJESTED('373_559') Truth=[1]
CONJESTED('548_381') Truth=[1]
CONJESTED('429_447') Truth=[1]
CONJESTED('187_312') Truth=[1]
CONJESTED('137_366') Truth=[1]
CONJESTED('118_36') Truth=[1]
CONJESTED('76_589') Truth=[1]
CONJESTED('589_327') Truth=[1]
CONJESTED('301_512') Truth=[1]
CONJESTED('109_228') Truth=[1]
CONJESTED('594_356') Truth=[1]
CONJESTED('264_435') Truth=[1]
CONJESTED('141_480') Truth=[1]
CONJESTED('377_390') Truth=[1]
CONJESTED('69_151') Truth=[1]
CONJESTED('251_283') Truth=[1]
CONJESTED('75_543') Truth=[1]
CONJESTED('392_313') Truth=[1]
CONJESTED('318_214') Truth=[1]
CONJESTED('583_357') Truth=[1]
CONJESTED('579_470') Truth=[1]
CONJESTED('455_355') Truth=[1]
CONJESTED('97_8') Truth=[1]
CONJESTED('245_208') Truth=[1]
CONJESTED('550_205') Truth=[1]
CONJESTED('330_560') Truth=[1]
CONJESTED('596_391') Truth=[1]
CONJESTED('212_202') Truth=[1]
CONJESTED('325_518') Truth=[1]
CONJESTED('10_495') Truth=[1]
CONJESTED('125_296') Truth=[1]
CONJESTED('503_359') Truth=[1]
CONJESTED('203_127') Truth=[1]
CONJESTED('322_549') Truth=[1]
CONJESTED('25_249') Truth=[1]
CONJESTED('449_591') Truth=[1]
CONJESTED('71_545') Truth=[1]
CONJESTED('82_43') Truth=[1]
CONJESTED('190_167') Truth=[1]
CONJESTED('281_292') Truth=[1]
CONJESTED('283_581') Truth=[1]
CONJESTED('565_286') Truth=[1]
CONJESTED('116_486') Truth=[1]
CONJESTED('43_415') Truth=[1]
CONJESTED('306_422') Truth=[1]
CONJESTED('315_185') Truth=[1]
CONJESTED('153_7') Truth=[1]
CONJESTED('467_81') Truth=[1]
CONJESTED('381_417') Truth=[1]
CONJESTED('152_379') Truth=[1]
CONJESTED('323_224') Truth=[1]
CONJESTED('332_540') Truth=[1]
CONJESTED('302_34') Truth=[1]
CONJESTED('510_285') Truth=[1]
CONJESTED('104_188') Truth=[1]
CONJESTED('590_112') Truth=[1]
CONJESTED('128_152') Truth=[1]
CONJESTED('73_259') Truth=[1]
CONJESTED('493_92') Truth=[1]
CONJESTED('460_526') Truth=[1]
CONJESTED('569_191') Truth=[1]
CONJESTED('577_578') Truth=[1]
CONJESTED('527_558') Truth=[1]
CONJESTED('457_30') Truth=[1]
CONJESTED('313_109') Truth=[1]
CONJESTED('70_180') Truth=[0.88]
CONJESTED('339_386') Truth=[1]
CONJESTED('216_339') Truth=[1]
CONJESTED('483_587') Truth=[1]
CONJESTED('214_509') Truth=[1]
CONJESTED('21_193') Truth=[1]
CONJESTED('391_265') Truth=[1]
CONJESTED('192_440') Truth=[1]
CONJESTED('352_8') Truth=[1]
CONJESTED('228_346') Truth=[1]
CONJESTED('269_28') Truth=[1]
CONJESTED('507_6') Truth=[1]
CONJESTED('588_55') Truth=[1]
CONJESTED('255_347') Truth=[1]
CONJESTED('411_521') Truth=[1]
CONJESTED('9_70') Truth=[0.69]
CONJESTED('395_91') Truth=[1]
CONJESTED('450_428') Truth=[1]
CONJESTED('284_164') Truth=[1]
CONJESTED('580_260') Truth=[1]
CONJESTED('545_336') Truth=[1]
CONJESTED('277_124') Truth=[1]
CONJESTED('523_431') Truth=[1]
CONJESTED('36_51') Truth=[1]
CONJESTED('151_596') Truth=[1]
CONJESTED('438_61') Truth=[1]
CONJESTED('275_35') Truth=[1]
CONJESTED('145_482') Truth=[1]
CONJESTED('140_229') Truth=[1]
CONJESTED('262_256') Truth=[1]
CONJESTED('417_463') Truth=[1]
CONJESTED('154_564') Truth=[1]
CONJESTED('347_192') Truth=[1]
CONJESTED('351_332') Truth=[1]
CONJESTED('208_39') Truth=[1]
CONJESTED('340_323') Truth=[1]
CONJESTED('552_247') Truth=[1]
CONJESTED('218_282') Truth=[1]
CONJESTED('405_416') Truth=[1]
CONJESTED('546_257') Truth=[1]
CONJESTED('224_150') Truth=[1]
CONJESTED('412_325') Truth=[1]
CONJESTED('377_212') Truth=[1]
CONJESTED('561_405') Truth=[1]
CONJESTED('187_592') Truth=[1]
CONJESTED('115_427') Truth=[1]
CONJESTED('35_598') Truth=[1]
CONJESTED('467_599') Truth=[1]
CONJESTED('463_499') Truth=[1]
CONJESTED('142_54') Truth=[1]
CONJESTED('530_454') Truth=[1]
CONJESTED('8_481') Truth=[1]
CONJESTED('563_120') Truth=[1]
CONJESTED('299_132') Truth=[1]
CONJESTED('130_146') Truth=[1]
CONJESTED('57_269') Truth=[1]
CONJESTED('328_477') Truth=[1]
CONJESTED('466_205') Truth=[1]
CONJESTED('235_397') Truth=[1]
CONJESTED('396_59') Truth=[1]
CONJESTED('230_133') Truth=[1]
CONJESTED('350_96') Truth=[0.12]
CONJESTED('172_232') Truth=[1]
CONJESTED('490_594') Truth=[1]
CONJESTED('498_316') Truth=[1]
CONJESTED('553_391') Truth=[1]
CONJESTED('131_73') Truth=[1]
CONJESTED('8_352') Truth=[1]
CONJESTED('1_245') Truth=[1]
CONJESTED('602_564') Truth=[1]
CONJESTED('529_239') Truth=[1]
CONJESTED('499_350') Truth=[1]
CONJESTED('127_382') Truth=[1]
CONJESTED('398_210') Truth=[1]
CONJESTED('294_225') Truth=[1]
